10:56:33	65.040	66.290	0.007	26.021	 False	 False	 False	0.02227512
10:56:33	65.040	66.290	0.007	26.030	 False	 False	 False	0.02227512
10:56:34	65.040	66.290	0.007	26.082	 False	 False	 False	0.02205886
10:56:34	65.040	66.278	0.007	26.002	 False	 False	 False	0.02205886
10:56:35	65.040	66.315	0.007	25.993	 False	 False	 False	0.02162633
10:56:35	65.040	66.290	0.007	26.042	 False	 False	 False	0.02249138
10:56:36	65.040	66.278	0.007	26.021	 False	 False	 False	0.02162633
10:56:36	65.040	66.296	0.007	26.027	 False	 False	 False	0.02227512
10:56:37	65.040	66.296	0.007	26.063	 False	 False	 False	0.02205886
10:56:37	65.040	66.315	0.007	26.048	 False	 False	 False	0.02227512
10:56:38	65.040	66.296	0.007	25.987	 False	 False	 False	0.02162633
10:56:38	65.040	66.309	0.007	26.015	 False	 False	 False	0.02205886
10:56:39	65.040	66.333	0.007	25.984	 False	 False	 False	0.02227512
10:56:39	65.040	66.315	0.007	26.042	 False	 False	 False	0.02162633
10:56:40	65.040	66.278	0.007	26.015	 False	 False	 False	0.02292391
10:56:40	65.040	66.309	0.007	26.070	 False	 False	 False	0.02227512
10:56:41	65.040	66.309	0.007	25.914	 False	 False	 False	0.02227512
10:56:41	65.040	66.315	0.007	26.051	 False	 False	 False	0.02227512
10:56:42	65.040	66.296	0.007	25.981	 False	 False	 False	0.02162633
10:56:42	65.040	66.296	0.007	26.036	 False	 False	 False	0.02227512
10:56:43	65.040	66.296	0.007	26.042	 False	 False	 False	0.02227512
10:56:44	65.040	66.278	0.007	26.134	 False	 False	 False	0.02249138
10:56:44	65.040	66.278	0.007	26.008	 False	 False	 False	0.02227512
10:56:45	65.040	66.309	0.007	25.984	 False	 False	 False	0.02162633
10:56:45	65.040	66.272	0.007	26.024	 False	 False	 False	0.02227512
10:56:46	65.040	66.266	0.007	26.042	 False	 False	 False	0.02205886
10:56:46	65.040	66.272	0.007	26.057	 False	 False	 False	0.02292391
10:56:47	65.040	66.254	0.007	25.951	 False	 False	 False	0.02249138
10:56:47	65.040	66.254	0.007	26.066	 False	 False	 False	0.02227512
10:56:48	65.040	66.272	0.007	25.963	 False	 False	 False	0.02249138
10:56:48	65.040	66.254	0.007	26.030	 False	 False	 False	0.02227512
10:56:49	65.040	66.229	0.007	25.929	 False	 False	 False	0.02227512
10:56:49	65.040	66.229	0.007	26.045	 False	 False	 False	0.02205886
10:56:50	65.040	66.248	0.007	25.954	 False	 False	 False	0.02205886
10:56:50	65.040	66.235	0.007	26.060	 False	 False	 False	0.02227512
10:56:51	65.040	66.229	0.007	25.996	 False	 False	 False	0.02227512
10:56:51	65.040	66.254	0.007	26.012	 False	 False	 False	0.02249138
10:56:52	65.040	66.272	0.007	25.981	 False	 False	 False	0.02205886
10:56:52	65.040	66.272	0.007	26.027	 False	 False	 False	0.02292391
10:56:53	65.040	66.266	0.007	26.002	 False	 False	 False	0.02205886
10:56:53	65.040	66.272	0.007	26.042	 False	 False	 False	0.02162633
10:56:54	65.040	66.266	0.007	26.008	 False	 False	 False	0.02227512
10:56:54	65.040	66.296	0.007	25.938	 False	 False	 False	0.02227512
10:56:55	65.040	66.327	0.007	25.978	 False	 False	 False	0.02162633
10:56:55	65.040	66.327	0.007	26.018	 False	 False	 False	0.02227512
10:56:56	65.040	66.339	0.007	26.027	 False	 False	 False	0.02249138
10:56:56	65.040	66.315	0.007	25.993	 False	 False	 False	0.02205886
10:56:57	65.040	66.339	0.007	26.018	 False	 False	 False	0.02227512
10:56:57	65.040	66.296	0.007	26.015	 False	 False	 False	0.02162633
10:56:58	65.040	66.333	0.007	25.978	 False	 False	 False	0.02162633
10:56:58	65.040	66.309	0.007	25.951	 False	 False	 False	0.02205886
10:56:59	65.040	66.333	0.007	26.036	 False	 False	 False	0.02249138
10:56:59	65.040	66.339	0.007	26.015	 False	 False	 False	0.02227512
10:57:00	65.040	66.339	0.007	26.124	 False	 False	 False	0.02227512
10:57:00	65.040	66.327	0.007	25.972	 False	 False	 False	0.02249138
10:57:01	65.040	66.333	0.007	25.981	 False	 False	 False	0.02162633
10:57:01	65.040	66.357	0.007	25.963	 False	 False	 False	0.02205886
