T	T_Z	T_Z	T_U	T_M	PWM
02:23:20	81.57571	81.65176	27.12485	83.54492	0.02
02:23:20	81.57425	81.65176	27.14316	83.52661	0.02
02:23:21	81.57425	81.65176	27.15537	83.55103	0.02
02:23:21	81.57425	81.63254	27.17673	83.53271	0.02
02:23:22	81.57648	81.63254	27.13095	83.57544	0.02
02:23:22	81.57648	81.63254	27.13095	83.55103	0.02
02:23:23	81.57648	81.63254	27.1279	83.56934	0.02
02:23:23	81.57648	81.62515	27.15842	83.57544	0.02
02:23:24	81.57648	81.62515	27.16147	83.58765	0.02
02:23:24	81.57648	81.62515	27.14011	83.61206	0.02
02:23:25	81.57648	81.62515	27.17978	83.63647	0.02
02:23:25	81.57648	81.651	27.18589	83.64868	0.02
02:23:26	81.57648	81.651	27.15537	83.6731	0.02
02:23:26	81.57648	81.651	27.14011	83.69141	0.02
02:23:27	81.57648	81.65027	27.1218	83.72192	0.02
02:23:27	81.57648	81.65027	27.16147	83.70972	0.02
02:23:28	81.57648	81.65027	27.17673	83.71582	0.02
02:23:28	81.57648	81.65027	27.16758	83.69141	0.02
02:23:29	81.57648	81.65027	27.2042	83.71582	0.02
02:23:29	81.57648	81.63477	27.14011	83.73413	0.02
02:23:30	81.57721	81.63477	27.18894	83.70972	0.02
02:23:30	81.57721	81.63477	27.15842	83.69751	0.02
02:23:31	81.57721	81.63699	27.16758	83.70972	0.02
02:23:31	81.57425	81.63699	27.18894	83.69141	0.02
02:23:32	81.57425	81.63699	27.1157	83.6792	0.02
02:23:32	81.57425	81.63477	27.15537	83.69751	0.02
02:23:33	81.57425	81.63477	27.17673	83.69141	0.02
02:23:33	81.57205	81.63477	27.19504	83.69141	0.02
02:23:34	81.57205	81.63477	27.18894	83.6731	0.02
02:23:34	81.57205	81.63477	27.17673	83.69141	0.02
02:23:35	81.57498	81.62961	27.15537	83.69751	0.02
02:23:35	81.57498	81.62961	27.17063	83.6731	0.02
02:23:36	81.57498	81.62961	27.22251	83.69141	0.02
02:23:36	81.57498	81.6333	27.1279	83.66699	0.02
02:23:37	81.57498	81.6333	27.14927	83.6792	0.02
02:23:37	81.57205	81.6333	27.20115	83.66699	0.02
02:23:38	81.57205	81.6333	27.16453	83.6731	0.02
02:23:38	81.57205	81.64142	27.16758	83.63647	0.02
02:23:39	81.57278	81.64142	27.13706	83.63647	0.02
02:23:39	81.57278	81.64142	27.19504	83.64868	0.02
02:23:40	81.57278	81.64142	27.14316	83.63037	0.02
02:23:40	81.57278	81.62589	27.16758	83.61816	0.02
02:23:41	81.57648	81.62589	27.15537	83.63037	0.02
02:23:41	81.57648	81.62589	27.14316	83.60596	0.02
02:23:42	81.57648	81.62589	27.14316	83.59375	0.02
02:23:42	81.5787	81.62814	27.17673	83.61206	0.02
02:23:43	81.5787	81.62814	27.14621	83.57544	0.02
02:23:43	81.5787	81.62814	27.14011	83.58765	0.02
02:23:44	81.5787	81.63107	27.1218	83.57544	0.02
02:23:44	81.57944	81.63107	27.1279	83.57544	0.02
02:23:45	81.57944	81.63107	27.18589	83.53271	0.02
02:23:45	81.57944	81.63107	27.20115	83.54492	0.02
02:23:46	81.57944	81.63553	27.13095	83.56323	0.02
02:23:46	81.57498	81.63553	27.12485	83.54492	0.02
02:23:47	81.57498	81.63553	27.1218	83.52661	0.02
02:23:47	81.57498	81.63553	27.16453	83.53271	0.02
02:23:48	81.57278	81.64584	27.18589	83.53271	0.02
02:23:48	81.57278	81.64584	27.1218	83.54492	0.02
02:23:49	81.57278	81.64584	27.14011	83.56934	0.02
02:23:49	81.57278	81.64584	27.13706	83.60596	0.02
02:23:50	81.57278	81.63626	27.17978	83.61206	0.02
02:23:50	81.57352	81.63626	27.15842	83.61816	0.02
02:23:51	81.57352	81.63626	27.14011	83.63037	0.02
02:23:51	81.57352	81.63626	27.15232	83.66699	0.02
02:23:52	81.57574	81.65695	27.17978	83.65479	0.02
02:23:52	81.57574	81.65695	27.17063	83.66699	0.02
02:23:53	81.57574	81.65695	27.09739	83.6731	0.02
02:23:54	81.57574	81.65695	27.18894	83.69141	0.02
02:23:54	81.57352	81.65695	27.15232	83.69141	0.02
02:23:55	81.57352	81.65695	27.14011	83.69751	0.02
02:23:55	81.57352	81.68506	27.14621	83.69751	0.02
02:23:56	81.57498	81.68506	27.15537	83.6731	0.02
02:23:56	81.57498	81.68506	27.11264	83.69141	0.02
02:23:57	81.57498	81.66507	27.10959	83.6792	0.02
02:23:57	81.57498	81.66507	27.14621	83.70972	0.02
02:23:58	81.57645	81.66507	27.11264	83.69751	0.02
02:23:58	81.57645	81.66507	27.07907	83.71582	0.02
02:23:59	81.57645	81.66507	27.13706	83.71582	0.02
02:23:59	81.57645	81.64142	27.13095	83.70972	0.02
02:24:00	81.57205	81.64142	27.07907	83.69141	0.02
02:24:00	81.57205	81.64142	27.14621	83.69141	0.02
02:24:01	81.57205	81.64142	27.10044	83.69751	0.02
02:24:01	81.57278	81.64883	27.1279	83.65479	0.02
02:24:02	81.57278	81.64883	27.07907	83.69141	0.02
02:24:02	81.57278	81.64883	27.11875	83.6731	0.02
02:24:03	81.57278	81.63107	27.10044	83.6792	0.02
02:24:03	81.57278	81.63107	27.11875	83.64868	0.02
02:24:04	81.57574	81.63107	27.09739	83.65479	0.02
02:24:04	81.57574	81.63107	27.07602	83.64868	0.02
02:24:05	81.57574	81.63773	27.06687	83.65479	0.02
02:24:05	81.57574	81.63773	27.12485	83.64868	0.02
02:24:06	81.57574	81.63773	27.08212	83.63647	0.02
02:24:06	81.57574	81.63773	27.11264	83.61206	0.02
02:24:07	81.57574	81.63773	27.09739	83.63037	0.02
02:24:07	81.57574	81.65396	27.13095	83.61206	0.02
02:24:08	81.57574	81.65396	27.12485	83.59375	0.02
02:24:08	81.57574	81.65396	27.1218	83.60596	0.02
02:24:09	81.57944	81.63553	27.10654	83.59375	0.02
02:24:09	81.57944	81.63553	27.11875	83.56934	0.02
02:24:10	81.57944	81.63553	27.09128	83.57544	0.02
02:24:10	81.57944	81.63553	27.07297	83.56323	0.02
02:24:11	81.57645	81.63553	27.10349	83.54492	0.02
02:24:11	81.57645	81.63553	27.07907	83.55103	0.02
02:24:12	81.57645	81.6333	27.1157	83.54492	0.02
02:24:12	81.57645	81.6333	27.12485	83.53271	0.02
02:24:13	81.57425	81.6333	27.15842	83.56934	0.02
02:24:13	81.57425	81.63846	27.15232	83.56934	0.02
02:24:14	81.57425	81.63846	27.14927	83.56323	0.02
02:24:14	81.57648	81.63846	27.14927	83.59375	0.02
02:24:15	81.57648	81.63846	27.15232	83.61206	0.02
02:24:15	81.57648	81.63846	27.10349	83.60596	0.02
02:24:16	81.57648	81.64658	27.08212	83.63037	0.02
02:24:16	81.57648	81.64658	27.1218	83.63037	0.02
02:24:17	81.57574	81.64658	27.08212	83.65479	0.02
02:24:17	81.57574	81.65103	27.08212	83.65479	0.02
02:24:18	81.57574	81.65103	27.14011	83.65479	0.02
02:24:18	81.57205	81.65103	27.08823	83.66699	0.02
02:24:19	81.57205	81.6488	27.16147	83.6731	0.02
02:24:19	81.57205	81.6488	27.10654	83.6731	0.02
02:24:20	81.57205	81.6488	27.09128	83.69141	0.02
02:24:20	81.56985	81.6488	27.14011	83.69141	0.02
02:24:21	81.56985	81.6488	27.07907	83.70972	0.02
02:24:21	81.56985	81.63107	27.07907	83.6731	0.02
02:24:22	81.57498	81.63107	27.10654	83.70972	0.02
02:24:22	81.57498	81.63107	27.07297	83.69751	0.02
02:24:23	81.57498	81.63327	27.08823	83.6792	0.02
02:24:23	81.57498	81.63327	27.08823	83.6792	0.02
02:24:24	81.57648	81.63327	27.13095	83.69141	0.02
02:24:24	81.57648	81.63327	27.08518	83.69751	0.02
02:24:25	81.57648	81.65768	27.11264	83.66699	0.02
02:24:25	81.57648	81.65768	27.10044	83.69751	0.02
02:24:26	81.57501	81.65768	27.11264	83.69141	0.02
02:24:26	81.57501	81.65768	27.08212	83.69141	0.02
02:24:27	81.57501	81.66138	27.08212	83.6792	0.02
02:24:27	81.57574	81.66138	27.07907	83.66699	0.02
02:24:28	81.57574	81.66138	27.07297	83.6731	0.02
02:24:28	81.57574	81.66138	27.1279	83.63647	0.02
02:24:29	81.57574	81.65323	27.15537	83.66699	0.02
02:24:29	81.57574	81.65323	27.10349	83.61816	0.02
02:24:30	81.57574	81.65323	27.1279	83.63037	0.02
02:24:31	81.57574	81.63107	27.06992	83.60596	0.02
02:24:31	81.57574	81.63107	27.10044	83.59375	0.02
02:24:32	81.57501	81.63107	27.11264	83.60596	0.02
02:24:32	81.57501	81.63107	27.10959	83.59375	0.02
02:24:33	81.57501	81.62888	27.16758	83.57544	0.02
02:24:33	81.57501	81.62888	27.08823	83.58765	0.02
02:24:34	81.57501	81.62888	27.11875	83.55103	0.02
02:24:34	81.57501	81.62888	27.11264	83.56934	0.02
02:24:35	81.57501	81.63846	27.09128	83.56323	0.02
02:24:35	81.57278	81.63846	27.08518	83.56323	0.02
02:24:36	81.57278	81.63846	27.15537	83.52661	0.02
02:24:36	81.57278	81.63846	27.10959	83.52661	0.02
02:24:37	81.57278	81.64365	27.12485	83.5144	0.02
02:24:37	81.57056	81.64365	27.11264	83.5144	0.02
02:24:38	81.57056	81.64365	27.10044	83.5144	0.02
02:24:38	81.57056	81.64365	27.1218	83.5144	0.02
02:24:39	81.57056	81.64957	27.1157	83.52661	0.02
02:24:39	81.57278	81.64957	27.11875	83.56323	0.02
02:24:40	81.57278	81.64957	27.09739	83.56934	0.02
02:24:40	81.57278	81.64957	27.11875	83.56934	0.02
02:24:41	81.57352	81.64215	27.14011	83.59375	0.02
02:24:41	81.57352	81.64215	27.06992	83.61816	0.02
02:24:42	81.57352	81.64215	27.10349	83.61816	0.02
02:24:42	81.57352	81.65176	27.08823	83.61816	0.02
02:24:43	81.57352	81.65176	27.14621	83.61816	0.02
02:24:43	81.57498	81.65176	27.10044	83.64868	0.02
02:24:44	81.57498	81.65176	27.10654	83.65479	0.02
02:24:44	81.57498	81.65176	27.08518	83.66699	0.02
02:24:45	81.57352	81.64731	27.14011	83.66699	0.02
02:24:45	81.57352	81.64731	27.13706	83.65479	0.02
02:24:46	81.57352	81.64731	27.08823	83.6792	0.02
02:24:46	81.57352	81.64731	27.14621	83.66699	0.02
02:24:47	81.57498	81.63773	27.11264	83.6731	0.02
02:24:47	81.57498	81.63773	27.10044	83.6792	0.02
02:24:48	81.57498	81.63773	27.09739	83.66699	0.02
02:24:48	81.5787	81.63773	27.10654	83.69751	0.02
02:24:49	81.5787	81.6355	27.14011	83.6792	0.02
02:24:49	81.5787	81.6355	27.05771	83.69141	0.02
02:24:50	81.5787	81.6355	27.14011	83.66699	0.02
02:24:50	81.5787	81.62808	27.09739	83.66699	0.02
02:24:51	81.57721	81.62808	27.10044	83.6792	0.02
02:24:51	81.57721	81.62808	27.1157	83.65479	0.02
02:24:52	81.57721	81.62808	27.13706	83.66699	0.02
02:24:52	81.57721	81.63992	27.10959	83.63037	0.02
02:24:53	81.57571	81.63992	27.11264	83.64868	0.02
02:24:53	81.57571	81.63992	27.06992	83.61816	0.02
02:24:54	81.57571	81.63992	27.13095	83.64868	0.02
02:24:54	81.57645	81.6525	27.15232	83.61206	0.02
02:24:55	81.57645	81.6525	27.1279	83.59375	0.02
02:24:55	81.57645	81.6525	27.08518	83.59375	0.02
02:24:56	81.57645	81.64215	27.05466	83.58765	0.02
02:24:56	81.57867	81.64215	27.09739	83.58765	0.02
02:24:57	81.57867	81.64215	27.06687	83.58765	0.02
02:24:57	81.57867	81.64215	27.12485	83.56934	0.02
02:24:58	81.57867	81.64215	27.07602	83.55103	0.02
02:24:58	81.57571	81.62662	27.11875	83.54492	0.02
02:24:59	81.57571	81.62662	27.13095	83.52661	0.02
02:24:59	81.57571	81.62662	27.10654	83.5022	0.02
02:25:00	81.57571	81.63403	27.10654	83.48389	0.02
02:25:00	81.57794	81.63403	27.06992	83.48999	0.02
02:25:01	81.57794	81.63403	27.08823	83.5083	0.02
02:25:01	81.57794	81.63403	27.07907	83.45947	0.02
02:25:02	81.5787	81.63773	27.09739	83.47168	0.02
02:25:02	81.5787	81.63773	27.08212	83.48389	0.02
02:25:03	81.5787	81.63773	27.09128	83.5022	0.02
02:25:03	81.5787	81.63773	27.06076	83.5022	0.02
02:25:04	81.57425	81.64066	27.06687	83.47168	0.02
02:25:04	81.57425	81.64066	27.06381	83.53271	0.02
02:25:05	81.57425	81.64066	27.09739	83.5144	0.02
02:25:06	81.57425	81.6525	27.04856	83.55103	0.02
02:25:06	81.57205	81.6525	27.07907	83.57544	0.02
02:25:07	81.57205	81.6525	27.05466	83.54492	0.02
02:25:07	81.57205	81.6525	27.04245	83.59375	0.02
02:25:08	81.57056	81.64883	27.04856	83.59375	0.02
02:25:08	81.57056	81.64883	27.07297	83.60596	0.02
02:25:09	81.57056	81.64883	27.05771	83.56934	0.02
02:25:09	81.57056	81.64883	27.13706	83.58765	0.02
02:25:10	81.57352	81.63846	27.08823	83.63037	0.02
02:25:10	81.57352	81.63846	27.05771	83.61816	0.02
02:25:11	81.57352	81.63846	27.13706	83.61816	0.02
02:25:11	81.57352	81.63846	27.08518	83.63037	0.02
02:25:12	81.57425	81.63107	27.07602	83.63037	0.02
02:25:12	81.57425	81.63107	27.09128	83.61816	0.02
02:25:13	81.57425	81.63107	27.04856	83.59375	0.02
02:25:13	81.57425	81.63477	27.12485	83.60596	0.02
02:25:14	81.57278	81.63477	27.03635	83.61206	0.02
02:25:14	81.57278	81.63477	27.03635	83.63037	0.02
02:25:15	81.57278	81.63477	27.08212	83.63037	0.02
02:25:15	81.57352	81.63477	27.03024	83.61816	0.02
02:25:16	81.57352	81.64142	27.06992	83.60596	0.02
02:25:16	81.57352	81.64142	27.06076	83.61816	0.02
02:25:17	81.57352	81.64142	27.1218	83.61816	0.02
02:25:17	81.57059	81.64511	27.08823	83.60596	0.02
02:25:18	81.57059	81.64511	27.04856	83.60596	0.02
02:25:18	81.57059	81.64511	27.06992	83.56934	0.02
02:25:19	81.57352	81.64511	27.0333	83.59375	0.02
02:25:19	81.57352	81.64877	26.98752	83.55103	0.02
02:25:20	81.57352	81.64877	27.04245	83.55103	0.02
02:25:20	81.57352	81.64877	27.08212	83.53271	0.02
02:25:21	81.58017	81.64877	27.03635	83.53271	0.02
02:25:21	81.58017	81.65768	27.06076	83.5144	0.02
02:25:22	81.58017	81.65768	27.05466	83.5144	0.02
02:25:22	81.58017	81.65768	27.02414	83.52661	0.02
02:25:23	81.57352	81.64807	27.07297	83.5022	0.02
02:25:23	81.57352	81.64807	27.03635	83.5083	0.02
02:25:24	81.57352	81.64807	27.05771	83.5083	0.02
02:25:24	81.57132	81.64807	27.04856	83.47168	0.02
02:25:25	81.57132	81.63107	27.02719	83.47168	0.02
02:25:25	81.57132	81.63107	27.02414	83.44116	0.02
02:25:26	81.57132	81.63107	26.98752	83.41064	0.02
02:25:26	81.57132	81.63107	27.0394	83.44727	0.02
02:25:27	81.57498	81.63034	27.06381	83.44727	0.02
02:25:27	81.57498	81.63034	27.05771	83.45947	0.02
02:25:28	81.57498	81.63034	26.99057	83.48389	0.02
02:25:28	81.57278	81.63034	27.03024	83.48999	0.02
02:25:29	81.57278	81.63773	27.01804	83.5083	0.02
02:25:29	81.57278	81.63773	26.98447	83.53271	0.02
02:25:30	81.57278	81.63773	27.00278	83.5083	0.02
02:25:30	81.57205	81.64438	27.02109	83.55103	0.02
02:25:31	81.57205	81.64438	27.01498	83.56323	0.02
02:25:31	81.57205	81.64438	26.97836	83.56934	0.02
02:25:32	81.57498	81.64438	27.02414	83.59375	0.02
02:25:32	81.57498	81.64957	26.94174	83.59375	0.02
02:25:33	81.57498	81.64957	27.0394	83.58765	0.02
02:25:33	81.57498	81.64957	26.94479	83.60596	0.02
02:25:34	81.57498	81.64957	26.99057	83.60596	0.02
02:25:34	81.57498	81.64957	26.99667	83.61206	0.02
02:25:35	81.57498	81.65323	26.98141	83.61816	0.02
02:25:35	81.57498	81.65323	26.97836	83.63647	0.02
02:25:36	81.56912	81.65323	26.99973	83.58765	0.02
02:25:36	81.56912	81.64139	26.97836	83.61816	0.02
02:25:37	81.56912	81.64139	26.98752	83.61206	0.02
02:25:37	81.57352	81.64139	26.99667	83.63037	0.02
02:25:38	81.57352	81.64139	26.95395	83.60596	0.02
02:25:38	81.57352	81.64215	27.04856	83.63037	0.02
02:25:39	81.57352	81.64215	26.99973	83.59375	0.02
02:25:39	81.57352	81.64215	26.99667	83.61816	0.02
02:25:40	81.5787	81.64215	27.04856	83.63037	0.02
02:25:40	81.5787	81.63846	26.99667	83.61816	0.02
02:25:41	81.5787	81.63846	27.00583	83.61206	0.02
02:25:42	81.57498	81.63846	26.99667	83.61206	0.02
02:25:42	81.57498	81.63846	26.98752	83.61816	0.02
02:25:43	81.57498	81.6377	26.9631	83.63037	0.02
02:25:43	81.57498	81.6377	26.95395	83.58765	0.02
02:25:44	81.57205	81.6377	26.9631	83.61206	0.02
02:25:44	81.57205	81.64511	26.99362	83.58765	0.02
02:25:45	81.57205	81.64511	26.96005	83.61206	0.02
02:25:45	81.57352	81.64511	27.02109	83.57544	0.02
02:25:46	81.57352	81.64511	27.00583	83.56323	0.02
02:25:46	81.57352	81.64807	26.97531	83.56934	0.02
02:25:47	81.57352	81.64807	26.99973	83.53271	0.02
02:25:47	81.57352	81.64807	27.03024	83.55103	0.02
02:25:48	81.57498	81.64807	26.96615	83.52661	0.02
02:25:48	81.57498	81.65323	26.99057	83.53271	0.02
02:25:49	81.57498	81.65323	26.97531	83.48999	0.02
02:25:49	81.57498	81.65323	26.96005	83.48999	0.02
02:25:50	81.57352	81.64511	26.97531	83.5083	0.02
02:25:50	81.57352	81.64511	27.00583	83.48389	0.02
02:25:51	81.57352	81.64511	27.02719	83.46558	0.02
02:25:51	81.57425	81.64511	26.98447	83.46558	0.02
02:25:52	81.57425	81.64511	26.98447	83.45947	0.02
02:25:52	81.57425	81.65103	27.03024	83.47168	0.02
02:25:53	81.57425	81.65103	27.04856	83.47168	0.02
02:25:53	81.57648	81.65103	26.98752	83.48389	0.02
02:25:54	81.57648	81.65616	27.02719	83.5022	0.02
02:25:54	81.57648	81.65616	27.01804	83.48999	0.02
02:25:55	81.57648	81.65616	27.02109	83.5022	0.02
02:25:55	81.57278	81.65616	27.02109	83.54492	0.02
02:25:56	81.57278	81.64285	27.0394	83.53271	0.02
02:25:56	81.57278	81.64285	26.9631	83.54492	0.02
02:25:57	81.57278	81.64285	26.97836	83.56323	0.02
02:25:57	81.57278	81.64285	26.99362	83.57544	0.02
02:25:58	81.57278	81.6355	27.01498	83.59375	0.02
02:25:58	81.57278	81.6355	27.03024	83.61206	0.02
02:25:59	81.57648	81.6355	26.96921	83.61206	0.02
02:25:59	81.57648	81.62888	26.99667	83.63647	0.02
02:26:00	81.57648	81.62888	26.99667	83.60596	0.02
02:26:00	81.57648	81.62888	26.99057	83.64868	0.02
02:26:01	81.57278	81.62888	27.02414	83.63647	0.02
02:26:01	81.57278	81.62662	26.9509	83.64868	0.02
02:26:02	81.57278	81.62662	26.98141	83.66699	0.02
02:26:02	81.57278	81.62662	27.00278	83.65479	0.02
02:26:03	81.57352	81.62662	27.0394	83.65479	0.02
02:26:03	81.57352	81.64066	27.01498	83.65479	0.02
02:26:04	81.57352	81.64066	26.98447	83.65479	0.02
02:26:04	81.57721	81.64066	27.02414	83.64868	0.02
02:26:05	81.57721	81.64066	26.99973	83.64868	0.02
02:26:05	81.57721	81.64142	27.00278	83.66699	0.02
02:26:06	81.57721	81.64142	26.96921	83.65479	0.02
02:26:06	81.57425	81.64142	26.98447	83.65479	0.02
02:26:07	81.57425	81.64142	26.99362	83.61816	0.02
02:26:07	81.57425	81.634	26.99667	83.63037	0.02
02:26:08	81.57425	81.634	26.96615	83.60596	0.02
02:26:08	81.57205	81.634	26.96921	83.59375	0.02
02:26:09	81.57205	81.634	26.99362	83.58765	0.02
02:26:09	81.57205	81.63992	26.98752	83.57544	0.02
02:26:10	81.57205	81.63992	26.98141	83.55103	0.02
02:26:10	81.56985	81.63992	27.02719	83.54492	0.02
02:26:11	81.56985	81.63846	26.97836	83.55103	0.02
02:26:11	81.56985	81.63846	26.96615	83.53271	0.02
02:26:12	81.56763	81.63846	26.97531	83.5144	0.02
02:26:12	81.56763	81.63846	27.00888	83.5144	0.02
02:26:13	81.56763	81.63919	26.98447	83.48999	0.02
02:26:13	81.56763	81.63919	27.01498	83.48999	0.02
02:26:14	81.57132	81.63919	27.02414	83.48999	0.02
02:26:14	81.57132	81.63919	27.01804	83.48389	0.02
02:26:15	81.57132	81.63919	26.98141	83.45947	0.02
02:26:15	81.57132	81.6488	27.03024	83.46558	0.02
02:26:16	81.57794	81.6488	26.98141	83.45947	0.02
02:26:17	81.57794	81.6488	27.01498	83.45947	0.02
02:26:17	81.57794	81.65176	26.92953	83.47168	0.02
02:26:18	81.57794	81.65176	27.02719	83.48999	0.02
02:26:18	81.57794	81.65176	27.00278	83.48999	0.02
02:26:19	81.57794	81.65176	26.98752	83.54492	0.02
02:26:19	81.57794	81.63846	27.02719	83.55103	0.02
02:26:20	81.57794	81.63846	26.99057	83.60596	0.02
02:26:20	81.57205	81.63846	27.00583	83.59375	0.02
02:26:21	81.57205	81.63846	27.02719	83.60596	0.02
02:26:21	81.57205	81.63477	26.99362	83.63037	0.02
02:26:22	81.57132	81.63477	26.97836	83.65479	0.02
02:26:22	81.57132	81.63477	26.98752	83.63037	0.02
02:26:23	81.57132	81.64218	26.99667	83.65479	0.02
02:26:23	81.57132	81.64218	27.00583	83.66699	0.02
02:26:24	81.57132	81.64218	26.96921	83.6792	0.02
02:26:24	81.57352	81.64218	26.99973	83.6731	0.02
02:26:25	81.57352	81.63846	27.05466	83.69141	0.02
02:26:25	81.57352	81.63846	26.99362	83.69141	0.02
02:26:26	81.57501	81.63846	26.99362	83.69141	0.02
02:26:26	81.57501	81.63846	26.99667	83.6731	0.02
02:26:27	81.57501	81.63477	26.99362	83.71582	0.02
02:26:27	81.57501	81.63477	27.00888	83.69751	0.02
02:26:28	81.57574	81.63477	27.00278	83.69141	0.02
02:26:28	81.57574	81.63477	27.00583	83.71582	0.02
02:26:29	81.57574	81.63773	26.9631	83.71582	0.02
02:26:29	81.57205	81.63773	26.957	83.69751	0.02
02:26:30	81.57205	81.63773	27.00583	83.69751	0.02
02:26:30	81.57205	81.64438	27.00583	83.69751	0.02
02:26:31	81.57205	81.64438	27.01804	83.6792	0.02
02:26:31	81.57059	81.64438	26.98447	83.66699	0.02
02:26:32	81.57059	81.64438	27.02109	83.6792	0.02
02:26:32	81.57059	81.64215	26.99362	83.65479	0.02
02:26:33	81.57059	81.64215	26.98752	83.6731	0.02
02:26:33	81.57059	81.64215	27.00888	83.64868	0.02
02:26:34	81.57498	81.64215	27.00583	83.64868	0.02
02:26:34	81.57498	81.64139	26.99667	83.66699	0.02
02:26:35	81.57498	81.64139	26.96921	83.63037	0.02
02:26:35	81.57425	81.64139	26.98447	83.61816	0.02
02:26:36	81.57425	81.64139	26.98141	83.59375	0.02
02:26:36	81.57425	81.63403	27.02414	83.59375	0.02
02:26:37	81.57425	81.63403	26.99667	83.57544	0.02
02:26:37	81.57132	81.63403	27.06381	83.56934	0.02
02:26:38	81.57132	81.63403	27.00888	83.55103	0.02
02:26:38	81.57132	81.63403	26.99057	83.56934	0.02
02:26:39	81.57132	81.63403	26.99057	83.54492	0.02
02:26:39	81.57352	81.63403	27.01804	83.52661	0.02
02:26:40	81.57352	81.63403	27.04856	83.5144	0.02
02:26:40	81.57352	81.64365	27.01804	83.52661	0.02
02:26:41	81.57352	81.64365	26.99973	83.5083	0.02
02:26:41	81.57352	81.64365	27.02719	83.5083	0.02
02:26:42	81.57352	81.64365	27.02719	83.47168	0.02
02:26:42	81.57352	81.62885	27.02414	83.48389	0.02
02:26:43	81.57278	81.62885	27.01498	83.47168	0.02
02:26:43	81.57278	81.62885	27.0394	83.5022	0.02
02:26:44	81.57278	81.62885	26.99057	83.47168	0.02
02:26:44	81.57425	81.61557	26.99667	83.5144	0.02
02:26:45	81.57425	81.61557	27.0455	83.54492	0.02
02:26:45	81.57425	81.61557	27.06687	83.56323	0.02
02:26:46	81.57425	81.63403	27.07907	83.59375	0.02
02:26:46	81.57425	81.63403	27.06381	83.60596	0.02
02:26:47	81.57425	81.63403	27.0394	83.60596	0.02
02:26:47	81.57425	81.63403	27.0394	83.61206	0.02
02:26:48	81.57425	81.64584	27.02719	83.63037	0.02
02:26:48	81.57278	81.64584	27.06687	83.66699	0.02
02:26:49	81.57278	81.64584	27.02414	83.6731	0.02
02:26:49	81.57278	81.64584	27.03024	83.6731	0.02
02:26:50	81.57278	81.62735	27.0394	83.6792	0.02
02:26:50	81.56912	81.62735	27.03024	83.69751	0.02
02:26:51	81.56912	81.62735	27.05466	83.66699	0.02
02:26:51	81.56912	81.62735	27.05771	83.70972	0.02
02:26:52	81.56985	81.62735	27.00278	83.72192	0.02
02:26:53	81.56985	81.62369	27.09128	83.72192	0.02
02:26:53	81.56985	81.62369	27.00888	83.73413	0.02
02:26:54	81.56985	81.62369	27.02109	83.72192	0.02
02:26:54	81.57721	81.63626	27.00583	83.71582	0.02
02:26:55	81.57721	81.63626	27.08212	83.71582	0.02
02:26:55	81.57721	81.63626	27.02109	83.72192	0.02
02:26:56	81.57721	81.63254	27.03024	83.72192	0.02
02:26:56	81.5809	81.63254	27.01498	83.69751	0.02
02:26:57	81.5809	81.63254	27.01498	83.69141	0.02
02:26:57	81.5809	81.63254	27.05771	83.69141	0.02
02:26:58	81.5809	81.63254	26.99057	83.69141	0.02
02:26:58	81.57571	81.62888	26.99667	83.66699	0.02
02:26:59	81.57571	81.62888	27.03024	83.66699	0.02
02:26:59	81.57571	81.62888	27.03635	83.64868	0.02
02:27:00	81.57571	81.63992	27.01498	83.63647	0.02
02:27:00	81.57352	81.63992	27.00583	83.64868	0.02
02:27:01	81.57352	81.63992	27.0394	83.61206	0.02
02:27:01	81.57352	81.63992	27.0333	83.60596	0.02
02:27:02	81.57352	81.64288	27.02719	83.61206	0.02
02:27:02	81.57797	81.64288	27.00888	83.59375	0.02
02:27:03	81.57797	81.64288	27.01804	83.57544	0.02
02:27:03	81.57797	81.64288	27.0394	83.56934	0.02
02:27:04	81.57797	81.63474	27.02414	83.55103	0.02
02:27:04	81.57721	81.63474	27.00583	83.55103	0.02
02:27:05	81.57721	81.63474	27.02719	83.52661	0.02
02:27:05	81.57721	81.63474	27.00583	83.54492	0.02
02:27:06	81.57352	81.63474	27.06381	83.5083	0.02
02:27:06	81.57352	81.63474	27.04856	83.5144	0.02
02:27:07	81.57352	81.63474	27.07907	83.52661	0.02
02:27:07	81.57352	81.64066	27.0394	83.55103	0.02
02:27:08	81.57352	81.64066	27.0333	83.56323	0.02
02:27:08	81.57352	81.64066	27.0394	83.56934	0.02
02:27:09	81.57352	81.64066	27.01804	83.57544	0.02
02:27:09	81.57352	81.64731	27.0394	83.59375	0.02
02:27:10	81.57205	81.64731	27.01804	83.61816	0.02
02:27:10	81.57205	81.64731	27.00278	83.63647	0.02
02:27:11	81.57205	81.64731	26.98752	83.65479	0.02
02:27:11	81.57278	81.65323	27.01804	83.64868	0.02
02:27:12	81.57278	81.65323	26.99973	83.65479	0.02
02:27:12	81.57278	81.65323	27.0455	83.66699	0.02
02:27:13	81.57278	81.64807	27.02414	83.64868	0.02
02:27:13	81.57278	81.64807	27.02109	83.69141	0.02
02:27:14	81.57278	81.64807	27.0455	83.6792	0.02
02:27:14	81.57278	81.64807	27.00278	83.6731	0.02
02:27:15	81.57278	81.64807	27.0333	83.6792	0.02
02:27:15	81.57205	81.64807	27.05466	83.69751	0.02
