18:20:01	78.42783	78.42783	26.60054	80.85938	0.02
18:20:01	78.42783	78.42783	26.57002	80.88379	0.02
18:20:02	78.4285	78.42783	26.61885	80.85327	0.02
18:20:02	78.4285	78.42917	26.5334	80.87158	0.02
18:20:03	78.4285	78.42917	26.6036	80.85327	0.02
18:20:03	78.42715	78.42917	26.5334	80.85327	0.02
18:20:04	78.42715	78.42917	26.57308	80.81055	0.02
18:20:04	78.42715	78.42783	26.59444	80.81665	0.02
18:20:05	78.42715	78.42783	26.54866	80.81665	0.02
18:20:05	78.42783	78.42783	26.6036	80.78003	0.02
18:20:06	78.42783	78.42783	26.53035	80.79834	0.02
18:20:06	78.42783	78.42783	26.64632	80.78003	0.02
18:20:07	78.42783	78.42715	26.57613	80.77393	0.02
18:20:07	78.42783	78.42715	26.54561	80.76782	0.02
18:20:08	78.42783	78.42715	26.49373	80.79224	0.02
18:20:08	78.42783	78.42651	26.53646	80.76782	0.02
18:20:09	78.42715	78.42651	26.60054	80.79224	0.02
18:20:09	78.42715	78.42651	26.59444	80.76782	0.02
18:20:10	78.42715	78.42651	26.54561	80.81055	0.02
18:20:10	78.42715	78.42584	26.60054	80.83496	0.02
18:20:11	78.42917	78.42584	26.58528	80.83496	0.02
18:20:11	78.42917	78.42584	26.63717	80.87158	0.02
18:20:12	78.42917	78.42584	26.55477	80.87769	0.02
18:20:12	78.42917	78.4285	26.6097	80.91431	0.02
18:20:13	78.42917	78.4285	26.56087	80.92041	0.02
18:20:13	78.42917	78.4285	26.55171	80.93872	0.02
18:20:14	78.42917	78.4285	26.53951	80.95703	0.02
18:20:14	78.42917	78.4285	26.57308	80.97534	0.02
18:20:15	78.4285	78.4285	26.54561	80.96313	0.02
18:20:15	78.4285	78.4285	26.59139	80.99365	0.02
18:20:16	78.4285	78.4285	26.53951	80.99976	0.02
18:20:16	78.42917	78.42584	26.57613	80.99976	0.02
18:20:17	78.42917	78.42584	26.61275	80.98145	0.02
18:20:17	78.42917	78.42584	26.56392	81.00586	0.02
18:20:18	78.42917	78.42651	26.59749	81.01807	0.02
18:20:18	78.42917	78.42651	26.58223	80.99365	0.02
18:20:19	78.42917	78.42651	26.52425	80.99976	0.02
18:20:19	78.42917	78.42651	26.6036	80.99976	0.02
18:20:20	78.42917	78.42917	26.57002	80.98145	0.02
18:20:20	78.42917	78.42917	26.59444	80.99976	0.02
18:20:21	78.42917	78.42917	26.58834	80.97534	0.02
18:20:22	78.42917	78.42917	26.57002	80.99976	0.02
18:20:22	78.42917	78.4285	26.57918	80.95703	0.02
18:20:23	78.42917	78.4285	26.53035	80.96313	0.02
18:20:23	78.42917	78.4285	26.55782	80.97534	0.02
18:20:24	78.42917	78.42648	26.61275	80.93872	0.02
18:20:24	78.42783	78.42648	26.57002	80.95703	0.02
18:20:25	78.42783	78.42648	26.58834	80.93262	0.02
18:20:26	78.42783	78.42584	26.57613	80.93262	0.02
18:20:26	78.42783	78.42584	26.67074	80.91431	0.02
18:20:27	78.42715	78.42584	26.51204	80.9021	0.02
18:20:27	78.42715	78.42584	26.6036	80.88379	0.02
18:20:28	78.42715	78.42584	26.55782	80.85938	0.02
18:20:28	78.42715	78.42584	26.46016	80.87769	0.02
18:20:29	78.42715	78.42584	26.58223	80.85938	0.02
18:20:29	78.42715	78.42584	26.6036	80.85327	0.02
18:20:30	78.42715	78.42648	26.6097	80.85327	0.02
18:20:30	78.42783	78.42648	26.55477	80.83496	0.02
18:20:31	78.42783	78.42648	26.52119	80.84106	0.02
18:20:31	78.42783	78.42584	26.62801	80.85938	0.02
18:20:32	78.42783	78.42584	26.56087	80.81665	0.02
18:20:32	78.42783	78.42584	26.56087	80.78003	0.02
18:20:33	78.4285	78.42584	26.46626	80.81055	0.02
18:20:33	78.4285	78.42584	26.51509	80.81665	0.02
18:20:34	78.4285	78.42651	26.57613	80.81665	0.02
18:20:34	78.4285	78.42651	26.54561	80.83496	0.02
18:20:35	78.4285	78.42651	26.58528	80.84106	0.02
18:20:35	78.4285	78.42715	26.57002	80.896	0.02
18:20:36	78.4285	78.42715	26.56087	80.896	0.02
18:20:36	78.4285	78.42715	26.59139	80.9021	0.02
18:20:37	78.4285	78.42715	26.52119	80.95703	0.02
18:20:37	78.4285	78.42648	26.53951	80.93262	0.02
18:20:38	78.42917	78.42648	26.53035	80.97534	0.02
18:20:38	78.42917	78.42648	26.55171	80.95703	0.02
18:20:39	78.42917	78.42648	26.52119	80.97534	0.02
18:20:39	78.42917	78.42584	26.53646	80.98145	0.02
18:20:40	78.42984	78.42584	26.58528	80.97534	0.02
18:20:40	78.42984	78.42584	26.6158	80.99365	0.02
18:20:41	78.42984	78.42584	26.55477	80.98145	0.02
18:20:41	78.42984	78.42584	26.47542	80.97534	0.02
18:20:42	78.42917	78.42584	26.59139	81.00586	0.02
18:20:42	78.42917	78.42584	26.54561	81.00586	0.02
18:20:43	78.42917	78.42715	26.56392	81.01807	0.02
18:20:43	78.42917	78.42715	26.53951	80.99976	0.02
18:20:44	78.42917	78.42715	26.46931	80.99365	0.02
18:20:44	78.42917	78.42715	26.49373	80.99976	0.02
18:20:45	78.42917	78.4285	26.54561	80.99365	0.02
18:20:45	78.42917	78.4285	26.54561	81.00586	0.02
18:20:46	78.43182	78.4285	26.50288	81.00586	0.02
18:20:46	78.43182	78.4285	26.48763	80.98145	0.02
18:20:47	78.43182	78.4285	26.50594	81.00586	0.02
18:20:47	78.43246	78.4285	26.55171	80.98145	0.02
18:20:48	78.43246	78.4285	26.57918	80.98145	0.02
18:20:48	78.43246	78.43115	26.54256	80.97534	0.02
18:20:49	78.43246	78.43115	26.53646	80.97534	0.02
18:20:49	78.42984	78.43115	26.49983	80.95703	0.02
18:20:50	78.42984	78.43115	26.48763	80.94482	0.02
18:20:50	78.42984	78.43115	26.47847	80.95703	0.02
18:20:51	78.43182	78.43048	26.54561	80.94482	0.02
18:20:51	78.43182	78.43048	26.54256	80.95703	0.02
18:20:52	78.43182	78.43048	26.54256	80.92041	0.02
18:20:52	78.43182	78.42584	26.50594	80.92041	0.02
18:20:53	78.43381	78.42584	26.54561	80.91431	0.02
18:20:53	78.43381	78.42584	26.57613	80.9021	0.02
18:20:54	78.43381	78.42584	26.55782	80.9021	0.02
18:20:54	78.43381	78.42719	26.55782	80.896	0.02
18:20:55	78.43118	78.42719	26.50288	80.88379	0.02
18:20:55	78.43118	78.42719	26.51814	80.85938	0.02
